first_name,last_name,date_of_birth,sender_card_number,receiver_cc_number,transaction_amount,transaction_date,is_fraud
Gregory Jones,James Saunders,1987-02-27,5498604905261761,2421169444817738,48922.52,2022-11-17 02:24:13,0
Sharon Lane,Martha Hawkins,1920-07-11,2252194370189989,5179588176483103,59736.60,2022-09-04 02:13:13,0
Christine Freeman,Brandon Ryan,2017-03-06,2223971714300414,5346320224151724,96895.68,2022-06-10 04:55:38,0
Cameron Diaz,David Carter,1958-10-30,2249062098043646,2547259291445425,12478.59,2022-09-09 15:51:36,0
Heather Wood,Alexander Walker MD,1949-12-21,5150361236764174,5312935674868103,66802.27,2022-08-25 01:05:00,0
Eddie Dean,Amy Carter,1968-06-13,5489535744937677,2639787008234806,7332.94,2022-02-17 00:12:17,0
Carl Wyatt,Maria Carter,1956-05-30,5456479025794631,2671940775047377,20287.96,2022-07-13 12:27:44,0
Richard Garcia,Daniel Martin,1912-10-12,5161207475529983,2316138568029378,36841.92,2022-06-22 05:39:50,0
William Johnson,David Baker,1959-12-24,5232749390411677,2701740746735793,12056.91,2022-09-15 18:57:04,0
Suzanne Chambers,Heather Hood,1971-01-31,2716284828534181,2229679296062872,54742.68,2022-10-03 01:01:17,0
Nicholas Schultz,James Reed,2021-03-01,2516558913030581,2381083882319909,87833.15,2022-05-22 16:54:59,0
Deborah Gordon,Brandon Griffin,1983-10-19,2267116526659451,2253927078211996,43258.57,2022-09-03 18:07:27,0
Anthony Franklin,Rhonda Dunn,1989-02-05,2286695106715350,2270065146018892,81096.75,2022-11-05 22:26:12,0
William Smith,James Woods,1934-10-10,2233802551687464,5327735523696066,91357.32,2022-01-06 08:29:47,0
Connie Peterson,James Owen,1988-05-27,2682799950100279,2224308522438582,84565.53,2022-05-19 19:20:59,0
Troy Jones,Jasmine Fox,1927-04-03,2720800954924971,2711969014296448,98620.30,2022-03-16 20:01:54,0
Craig Jones,Paula Bailey DDS,1943-05-11,2225266470558893,5417428591924369,22128.37,2022-10-27 14:25:19,0
Sara Johnson,Kristin Camacho,1916-04-10,2244207051533472,2293672774989634,38684.97,2022-06-19 07:44:39,0
Alexander Cervantes,James Montgomery,1983-03-23,2720919306985561,2707431520918128,22132.88,2022-09-11 11:33:14,0
Margaret Walsh,Julie Scott,1925-08-19,2252188576137610,2265630934206707,95744.10,2022-10-20 23:01:19,0
Amber Kelly,Logan Obrien,1977-02-11,2649001154172978,2712823830102976,48813.11,2022-11-18 12:29:22,0
Jason Wall,Debra Pollard,1992-03-03,5379130753909339,2257733317353771,60069.81,2022-10-15 01:50:49,0
Jasmine Guzman,Jessica Snyder,1985-06-05,2281850112645290,2668827403282218,14089.37,2022-01-04 00:56:10,0
Meghan Marsh,Krystal Lewis,1931-08-21,5269722084860042,2717677041576575,9763.58,2022-01-29 12:35:05,0
Kimberly Woods,Eric Smith,1977-06-25,2238347494584936,2717875752107875,83412.38,2022-02-24 07:36:09,0
Julia Miller,William Chapman,2022-10-30,2282839681430449,2222289967382851,64236.81,2022-03-12 16:29:07,1
Scott Murphy DVM,Kristen Meyers,1957-08-05,5454024312357361,2252755515240703,56197.70,2022-08-10 14:17:07,0
Christine Reed,Cynthia Holmes,2017-08-28,2281885787433085,2255423599604248,19296.00,2022-10-01 21:58:59,0
David Sherman,Linda Jones,1935-07-02,2257326194509548,2358678630328620,97400.74,2022-04-26 19:34:09,0
Robert Dawson,Kendra Wilson,2000-04-06,2257787809850934,2275596985575621,56650.60,2022-03-10 19:08:13,0
Lisa Guerra,Joshua Poole,1978-07-30,2282187775266315,5564223366909773,42146.97,2022-06-21 03:20:51,0
Paul Potter,Cassie Richard,1977-12-21,2668926665275728,5548267122302980,13291.13,2022-03-04 22:26:40,1
Ryan Coffey,Jackie Scott,1992-01-18,5560826381861193,2321686855541334,16165.61,2022-03-24 04:42:06,0
Michael Morgan,Sandra Perkins,1977-02-01,2549696927325935,2274449946556903,24328.23,2022-03-12 08:03:01,0
Mr. Christian Lin,Shannon Brown,1949-02-07,2250906100257683,5581007418179769,30887.13,2022-11-01 23:33:46,0
George Brown,Chelsea Summers,1915-08-06,2379073877446167,5177513238135857,65557.78,2022-08-23 08:49:28,0
John Simmons,Julie Nelson,1985-06-11,5562107470591787,2236429350869494,80969.01,2022-11-05 17:02:21,0
Joseph Vasquez,Cheryl Wilson,1961-03-01,2242022640944334,2416019924470382,54009.41,2022-06-26 08:23:13,0
Lisa Patel,Tracey Watson,1953-01-04,2273603945805585,2720262349507922,48596.61,2022-05-30 12:57:57,0
Edward Stevenson,Kathy Fisher,1989-09-28,2288476432156843,2233010798079616,28549.06,2022-08-10 04:48:23,0
Stephanie Torres,Brandon Santana,1933-10-24,2368103311479418,2268397224297104,81771.73,2022-06-14 02:34:35,0
Todd Wilson,Lori Ward,1992-08-14,5501089515058515,2667900117033879,58935.06,2022-05-21 09:21:15,0
Cynthia Castillo,Jamie Mullins,1929-10-21,2720396850563807,2253173702557120,56593.24,2022-01-20 17:34:46,0
Richard Wright,Susan Washington,1956-04-29,5470242743298463,2294821790277289,87907.37,2022-06-25 08:55:38,0
John Mitchell,Julie Gray,1911-11-10,2266262291193028,2234817941108079,25731.92,2022-05-19 19:13:16,0
Christopher Collins,Brett Miller,1909-08-24,2275771393589577,2627744493939005,89735.79,2022-06-21 17:23:43,0
Mary Adams,Andrew Cooper,1974-02-01,5528529164326597,2260160705478504,52633.67,2022-02-16 15:41:15,0
Richard James,Shane Carson,1919-02-10,2491964629202788,2490137353795233,19722.58,2022-05-08 03:58:33,0
Darrell Owens,Cory Lester,2002-09-16,5379632261763090,2710835902581772,99338.96,2022-06-07 02:01:27,0
Elizabeth Jimenez,Tiffany Flowers,2001-10-05,2685940155386126,2700586354035328,73354.59,2022-07-23 00:16:51,0
James Carr,Chelsea Chang,1911-11-10,2237998145441263,2364324763063401,89198.55,2022-10-04 01:54:32,0
Vanessa Bender,Lisa Solis,1945-03-26,2407007069540771,2228394442941174,97417.07,2022-08-31 20:24:58,0
Jody Griffith,Wayne Walters,2011-04-08,5379240558748731,5354991316600478,64751.61,2022-03-15 21:34:52,0
Hailey Brewer,Erin Williams,1956-04-28,2720428714030853,2239022128524967,39486.03,2022-11-11 07:59:11,0
Kenneth Kelly,Morgan Jones,1970-03-25,2272593467186343,2283509893905061,51476.11,2022-09-07 14:20:57,0
Hannah Owens,Kevin Preston,2014-05-18,2372775977067183,2222213806697659,11058.07,2022-09-05 15:00:25,0
John Graham,Curtis Gordon,1961-07-12,5149013534763044,5266509284779384,35330.99,2022-03-13 09:43:33,0
Shaun Allen,Kenneth Valdez,1947-10-31,2267631755986847,5111082009307409,10895.97,2022-03-25 15:13:18,0
Cheryl Hatfield,Tiffany Gross,2022-05-21,5244157293733971,2284251040248660,45913.25,2022-03-21 11:01:16,0
Zachary Moran,Rebecca Wagner,1914-03-02,2290185181969530,2720798515307340,80591.70,2022-07-06 03:57:31,0
Robert Ibarra,Anthony Whitaker,1928-10-07,2246620846388721,2255338677955652,94319.80,2022-01-27 05:10:51,0
Jaime Fox,Matthew Vaughn,1926-10-05,5312772567690306,2291868232681555,44109.71,2022-07-12 23:45:02,0
John Stevenson,Antonio Arroyo,1971-04-27,5398294722213913,2228391415343867,26962.27,2022-01-11 09:56:29,0
Natasha Mullins,Mary Callahan,1947-08-20,2255246628497437,2713194929729734,62481.87,2022-09-10 21:44:50,0
Amy Parrish,Barbara Foster,1957-02-04,2632269473374042,2259352558359823,87473.43,2022-10-13 19:42:27,0
Steven Anderson,Dawn Cherry,1938-09-07,2297193501730254,2284251791632518,49294.53,2022-02-13 03:28:14,0
Michael Banks,Shannon Marshall,1953-05-04,2703640100986925,2296246250139365,47265.57,2022-02-06 12:08:23,0
Erin Smith,Bryce Brown,1916-04-15,2267963516206060,2490357734769497,78728.43,2022-04-04 20:23:02,0
Jonathan Robertson,Adrienne Rojas,2007-04-30,2239652877343282,2720407017039712,12422.13,2022-09-02 13:16:05,0
Mary Buchanan,Sheila Buchanan,1984-03-05,5584040505397074,2235299333675438,38028.47,2022-09-12 00:11:36,0
Latasha Williams,George Phillips,1917-12-01,2258518973446533,5294528357308695,47238.70,2022-08-11 17:54:40,0
Scott Miller,Paul Smith,1941-02-13,2299283637725647,2225887198967353,71259.88,2022-07-22 11:30:41,0
Charles Rose,Jacob Rogers,1986-06-22,5210454937511412,2720552125952767,95187.80,2022-06-22 06:05:37,0
James Snyder,Noah Morris,1913-01-07,2570905662249412,5419180338970597,13527.14,2022-04-23 18:49:05,0
Craig Fisher,Juan Chang,1987-12-21,2642417072947662,5219292590185509,75548.88,2022-02-10 23:33:58,0
Jennifer Rodriguez,Mark Benjamin,2006-08-17,2707067586113269,2267905678250501,61974.09,2022-11-21 12:53:23,0
Ashley Harris,Travis Wells,1956-06-10,2299472225054276,2715784011479400,62385.78,2022-11-11 06:16:40,0
Pamela Fernandez,Tom Reilly,1969-08-23,2350259449616998,2706088050875044,38388.05,2022-10-02 23:03:50,0
Sara Cochran,Joseph Wheeler,1997-05-24,5429105669729401,2222642507986955,98511.32,2022-09-12 13:49:10,1
Sarah Wiggins,Richard Frazier,1977-10-03,2712457358494257,5515420827780260,27117.69,2022-02-16 12:20:22,0
Ricky Lewis,Roger Fox,1924-04-06,2222023203689419,5496623226436284,36877.52,2022-06-27 03:33:48,0
Christopher Neal,Joel Lozano,1976-01-17,2272048480331350,2655008290670139,93645.19,2022-03-05 04:54:43,0
Lori Bright,Michelle Sandoval,2010-12-05,2277240587625421,5293143093966425,90093.27,2022-02-15 13:03:12,0
Lauren Roberts,Tina Campbell,1997-10-28,2225038842153566,2335438850419312,21556.99,2022-09-03 06:02:23,0
Xavier Barnes,Brett Walker,1921-06-17,2260066900845001,2260284462831307,29247.12,2022-06-20 13:19:58,0
John Hall,Lisa Jensen,1923-05-11,5243535529197767,2287369851030618,24039.40,2022-04-25 20:42:19,0
Antonio Nguyen II,Carla Green,1980-04-19,2630953351700426,2284270468980356,22174.56,2022-06-28 21:47:46,0
Kathryn Combs,Dustin Huerta,2003-08-08,2282811014425651,2331356347999353,53039.94,2022-10-06 12:40:40,0
Cindy Gay,Jamie Santos,1944-09-11,2702998871394898,5266404253199337,45349.51,2022-09-27 17:31:51,0
Timothy Cruz,Lisa Miller,1969-03-29,5388991516825040,2552449791196105,83889.54,2022-10-10 05:13:39,0
Christopher Church,Laura Sellers,1947-02-09,2518713635937385,5597421761369590,16431.84,2022-07-01 18:06:34,0
Jennifer Lawson,Briana Barnes,1928-01-13,5421566745195248,2332259495385012,94172.69,2022-06-05 14:04:45,0
Kevin Diaz,Donald Hicks,1964-06-14,2718552747844032,5300087966327184,72181.62,2022-05-09 04:08:53,0
Bruce Ortiz,Sandra Snyder,1988-03-31,2291772908702408,2516740469280972,55050.08,2022-02-12 09:41:22,0
Trevor Fitzgerald,Garrett Riley,1921-02-27,5411409747612765,5570572514405056,1926.09,2022-02-20 05:35:10,0
John Robinson,Paula Harris,1945-09-27,5587558256611887,2715587164656736,37167.17,2022-05-19 13:50:19,0
Margaret Garcia,Leah Brown,1959-07-16,5438332854301130,2290447289836395,71989.19,2022-09-20 03:11:48,0
Angela Sparks,Daniel Hines,2018-01-11,2720545866567463,5526878777216584,92296.26,2022-05-19 00:50:19,0
Robert Obrien,Katie Lowery,2004-02-08,2714848716487520,5245543636749593,59268.64,2022-10-31 13:54:27,0
Danielle Webb,Brandi Miller,2018-10-27,5481706135345659,5152249394652596,55362.71,2022-11-15 19:31:14,0
Holly Vasquez,Tammy White,2001-04-26,2235413683385429,2279101781700568,35010.37,2022-03-26 03:39:38,0
Cole Brown,Nicole Todd,1968-09-25,2701662685663655,2242937374980917,67390.23,2022-07-11 07:27:16,0
Zoe Garrett,Nicholas Meyer,1994-07-24,2268813605774438,5520420019033224,53220.41,2022-05-07 01:06:43,0
Diana Farmer,Sylvia Peters,2016-02-18,2538815692915455,5168688607228334,96403.62,2022-08-07 13:50:37,0
Aaron Leblanc,Kelsey Rodriguez,1951-11-12,2243834522103337,2481633501003794,3644.80,2022-09-08 10:18:59,0
Brian Taylor,Paige Buck,1988-02-13,2704364898386169,2271136919545038,1495.86,2022-03-09 03:11:58,0
Melanie Johnson,Austin Hale,1973-03-25,2252113992794984,2489897055038595,29036.33,2022-06-15 08:36:51,0
Michael Davidson,Kim Mcdonald,1929-07-11,2253373117293408,2487845647362504,49403.11,2022-05-15 16:16:26,0
Matthew Joyce,Kayla Peck,1983-07-17,2651582797428054,2717745457099356,79369.24,2022-10-20 00:28:51,0
Julie Gray,Amanda Hunt,2021-06-01,2244516965882282,2236978893817881,70861.10,2022-11-04 19:25:55,0
Heather White,Katie Garcia,2003-07-13,5286973088870227,5478604465412303,14223.77,2022-02-17 05:46:20,0
Lisa Mejia,Chelsea Vargas,2011-01-15,5563927505165011,2260403950458650,77574.15,2022-03-15 22:36:57,0
Michael Gilbert,Matthew Burke,1992-02-29,2708675916422587,5353499782491902,16774.42,2022-07-24 02:05:03,0
Michael Mccormick,Kelsey Myers,2004-06-23,2629022746677641,2274782937886560,11598.84,2022-06-12 06:18:22,0
Penny Jackson,Larry Le,1936-06-18,2318020839849982,5239302000543290,70596.18,2022-10-02 21:58:59,0
Sarah Perry,Daniel Curry,1986-04-19,2707752411693524,2261365927128907,47367.68,2022-08-05 20:56:46,0
Karen Butler,Eric Richardson,2020-07-20,2697132962625872,2711580123403385,69462.42,2022-06-15 09:10:43,0
Scott Mitchell,Richard Marshall,1983-01-10,2712090390272843,2720562528235256,62565.28,2022-10-22 04:26:26,0
Christopher Yu,Allen Morgan,1948-04-03,2293871164187540,5260040415634054,70000.80,2022-11-14 11:38:18,0
Omar Mcdonald,William Walton,1946-08-15,2468582617647597,5210651195873158,46787.31,2022-02-20 13:57:40,0
Dennis Payne,Theresa Delgado,1940-05-05,5318798184810740,5251249184481644,10848.88,2022-05-13 12:52:51,0
Nicholas Peterson,Diane Gonzalez,1987-05-25,2563631672813232,2248599670666386,99506.09,2022-09-26 12:03:20,0
Matthew Kim,Michelle Gardner,1925-09-21,5474760703376801,5593920447765554,38718.03,2022-07-03 22:53:59,0
Carrie Le,Lisa Jordan,1979-07-02,2225282410993298,2272281778383730,63340.34,2022-08-13 23:10:06,0
Matthew Williams,Richard Mcdonald,1960-12-31,2264426219446857,5353538392188455,66479.97,2022-02-27 23:53:14,0
Angela Pierce,Erica Hess,1933-06-15,5453598562248918,5372291547322572,23165.94,2022-07-24 15:55:07,0
William Tanner,Charles White MD,1942-07-19,5552912781732174,2397226587912989,14533.85,2022-03-28 12:21:37,0
Clayton Harris,Denise Mendoza,1945-10-04,5142999724217600,2714910966331624,12476.92,2022-09-15 22:16:43,0
Jessica Jones,Hannah Jefferson,2001-08-28,2231135501242052,2368111079566755,45292.19,2022-01-06 17:19:02,0
Melissa Hernandez,Daniel Gomez,2017-10-12,2712045979671872,5133708229834798,66098.84,2022-08-25 10:55:49,0
Gregory Burgess,Timothy Porter,2013-02-18,2247325112426978,2281937808798382,94114.40,2022-04-06 17:49:05,0
Luis Singh,Zachary Pearson,1938-11-07,2229742014041311,2502013601410808,51809.94,2022-02-23 19:27:28,0
Jessica Burke,Danielle Johnson,1986-03-25,5266740474000436,5185485127101243,33817.65,2022-10-09 16:49:28,0
Charles Foster,Mary Rios,2014-05-09,2720697147039562,2258363286044208,28474.53,2022-06-27 07:26:40,0
Lawrence Munoz,Joshua Shea,1934-08-20,2240732840018737,2247135927505639,92079.37,2022-03-06 05:25:51,0
Michael Alexander,Erica Evans,1973-12-11,2613657442287878,5453744858603180,32919.23,2022-06-02 17:58:47,0
Thomas Phillips,Holly Allen,1989-12-17,2291180039769827,2720434037288152,75681.65,2022-05-04 18:58:25,0
Christopher Carter,Julia Heath MD,1960-07-20,2263106681957182,2469109827191577,37178.35,2022-05-11 10:31:59,0
Kaitlyn Nash,Allison Parker,1961-04-20,5541348371981182,5164529161391379,35890.11,2022-07-18 05:32:32,0
Christina Thomas,Wendy Lee,1923-05-08,2406644508217180,2240777199078881,61942.72,2022-06-28 17:23:24,0
Jonathan Johnson,Monica Pineda,1999-10-14,2589297896538623,2720682777167594,69647.15,2022-03-04 09:12:57,0
Erica Ward,Sandy Duncan,2003-04-06,5149021120214199,2705648431815125,90769.18,2022-07-15 17:41:33,0
Jesse Jones,Nicholas Waller,1980-10-28,2267127074174892,2720922332319698,19068.41,2022-04-13 06:16:39,0
Gabrielle Guerra,Michael Smith,1921-07-30,2720744848152169,5425476463249050,12709.21,2022-08-21 08:44:19,0
Heather Johnson,Melissa Taylor,1931-08-05,2638963079295478,2283272614259579,57113.39,2022-10-10 01:22:55,0
Sarah Castillo,Lisa James,1964-09-11,2486358558668035,2711761358441064,41694.60,2022-04-20 16:48:20,0
Anthony Blair,Elizabeth Marks,1940-08-09,2720908926914044,2702843987739356,99770.28,2022-06-30 02:55:27,0
Kimberly Valencia,Tyler Perez,1931-02-20,5142951105129656,2259131019282141,62863.85,2022-05-12 18:28:26,0
Danny Finley,Alexander Gardner,2014-05-10,2291093015741431,2372590935917001,39193.07,2022-04-06 11:32:03,0
William Mathis,Alexandra Graham,1950-04-17,2247425075085769,5109761240300398,84726.80,2022-11-05 15:17:11,0
Caroline Mcbride,Jason Collins,1977-08-31,2290898851805004,2720676302235223,99672.85,2022-10-28 18:33:36,0
Ann Sanchez,Kristin Thompson,1923-10-08,2282946762670460,2567812592086879,49488.50,2022-02-22 19:28:42,0
Michelle Garcia,Sarah Peterson,2018-01-16,2252125231808037,2266289690830660,64786.92,2022-05-14 02:29:56,0
Bradley Heath,Rebecca Berry,1939-05-09,5450749182473989,5563651326424536,9054.91,2022-11-11 17:08:39,0
Marco Anderson,Jason Hayes,2004-01-14,2578390349867641,2540356722613543,47744.37,2022-02-02 21:29:59,0
Rebecca Jennings,Katrina King,1912-10-02,5110786732462494,2297288075264019,16607.04,2022-04-24 18:22:46,0
Timothy Hendricks,Miss Sarah Turner,1953-12-26,2705265866335105,2659887323452045,37289.19,2022-06-24 01:33:19,0
Krystal Mckenzie,Dakota Ruiz,1922-10-01,2413802853564447,2720108943644738,35194.50,2022-04-24 06:59:35,0
Andrew Wilson,April Burgess,1945-05-30,2461088048372232,2708821649031929,85387.49,2022-02-01 18:12:27,0
Scott Ortiz,Chad Gutierrez,1955-08-05,2703436519803805,2222541452798433,47109.58,2022-09-03 07:08:11,0
Mitchell Williams,Jean Marshall,1980-04-29,2283798730663658,2713179921146284,35412.38,2022-02-16 08:22:15,0
Christine Morgan,Dr. Jessica Peterson MD,1980-09-30,2283605343493912,5560866684934461,94308.56,2022-04-09 16:13:02,0
Ricky Stark,Melissa Scott,1919-09-25,5289285864012438,2247242179491961,44460.94,2022-01-25 10:49:50,0
Austin Ellis,George Ramos,2014-03-21,2232151902878773,2297093286549871,11472.49,2022-01-14 22:12:38,0
Amanda Harvey,Caleb Williams,1967-10-17,2443983326331806,5532558733424538,27415.14,2022-05-28 16:00:46,0
Sarah Bryant,Stephanie Wright,1911-10-30,2589286087930798,2261599379456628,73681.21,2022-11-17 19:05:23,0
Peggy Frederick,Ann Harris,1986-08-24,2431629486481105,5472312165265577,90426.08,2022-05-22 02:58:53,0
Ernest Wallace,Virginia Whitehead,1994-05-03,2293428163040475,5153160456006226,87609.67,2022-09-01 14:56:02,0
Rachel Herrera,Laura Campbell,1957-06-29,2226751931222774,2241199055822246,38392.48,2022-01-04 06:08:34,0
Dawn Cruz,Joseph Parker,1932-05-03,2702141809042996,2274364395653475,43801.93,2022-06-15 11:11:23,0
Brenda Jones,Jason Jacobs,1917-05-06,2249240719489634,2719253977904591,30156.67,2022-05-01 14:35:07,0
Alex Ellison,Casey Vaughn,2018-05-31,2222010518130858,2720371787477819,26438.16,2022-09-06 02:51:38,0
Eric Rowland,April Morgan,2010-04-21,2289616535944335,2233798395906377,33812.10,2022-06-30 20:49:07,0
Timothy Johnson,Kara Porter,1968-08-27,2708725728231203,2261959510986547,78167.18,2022-03-24 02:37:27,0
Zachary King,Kelsey Lee,2006-10-29,2292276000073352,5200323849396679,30818.41,2022-08-29 04:39:38,0
Emily Novak,Karen Thomas,2014-01-18,2715177215746023,2221354685845125,17438.04,2022-09-04 05:13:59,0
Christopher Gardner,Linda Jimenez,1909-05-23,2520789179783662,2251556998313400,66717.21,2022-02-20 05:20:43,0
Sarah Tucker,Melissa Pace,1950-04-03,5570168893617435,2296499067686934,4733.18,2022-04-27 15:57:57,0
Elizabeth Nelson,Christina Allen,1995-08-04,2715881453835683,2382438880356254,92445.34,2022-03-07 03:24:33,0
Lynn Garcia,Barbara Pearson,1976-04-24,2486676962391823,2459022655042840,32460.25,2022-03-04 13:18:47,0
Margaret Schwartz,Rachel Dominguez,1942-12-27,2294582658922925,2617283897487958,84893.08,2022-03-11 07:43:18,0
Lauren Griffin,Teresa Wilson,1956-02-22,2686945528226197,2288578147602456,5894.95,2022-08-04 13:35:34,0
Sara Howe,Lisa Holt,1987-11-10,5118204655652614,2314611456603357,97841.77,2022-01-05 12:01:48,0
Matthew Fernandez,Taylor Barnett,1959-07-19,5475959005564507,2250778760298780,50565.84,2022-07-04 11:05:15,0
Brian Ayala,Linda Walker,1917-09-14,2351452103034371,2239158942378022,59468.65,2022-05-21 16:32:13,0
Travis Lamb,Elizabeth Wells,1962-12-26,2708235744513675,2429652520680866,33694.58,2022-04-24 21:56:43,0
Taylor Mckenzie,Christopher Smith,1945-09-10,5419527594207975,2234846281901181,11219.79,2022-08-03 02:18:33,0
Dana Perkins,Jessica Delgado,1928-06-28,2256931134740300,2703117342841150,39483.25,2022-06-06 17:31:34,0
Jake Jackson,Mrs. Rachel Lucas MD,1990-07-14,2289676536890564,2588791517426060,88682.46,2022-05-12 12:45:45,0
Stephanie Lee,Dr. Erin Cox MD,1910-06-14,5475480374349768,5139162333786334,80229.05,2022-10-04 05:08:26,0
Amy Robles,Elizabeth Garcia,1932-01-04,5152505488641948,2315855003945279,61955.42,2022-03-21 22:18:22,0
